Date,Open,High,Low,Close,Adj Close,Volume
2022-01-10,134.789993,135.500000,133.919998,135.259995,134.249496,5975600
2022-01-11,135.229996,135.970001,134.039993,135.699997,134.686218,5709400
2022-01-12,134.889999,135.699997,132.529999,133.720001,132.721008,8416000
2022-01-13,132.389999,132.830002,129.429993,129.649994,129.135300,7174500
2022-01-14,130.490005,130.589996,127.019997,128.160004,127.651222,9256900
2022-01-18,127.400002,127.930000,125.550003,126.570000,126.067528,5850100
2022-01-19,126.750000,127.580002,125.830002,126.050003,125.549599,3996400
2022-01-20,126.239998,127.910004,124.610001,124.709999,124.214912,8652600
2022-01-21,126.809998,127.089996,124.860001,125.830002,125.330467,10132700
2022-01-24,124.010002,124.500000,120.680000,123.820000,123.328445,10864500
2022-01-25,123.080002,124.620003,121.589996,123.269997,122.780624,9126600
2022-01-26,119.190002,121.680000,119.000000,120.070000,119.593330,14753100
2022-01-27,120.980003,123.169998,119.739998,120.440002,119.961868,9179500
2022-01-28,120.769997,125.529999,119.610001,125.349998,124.852371,8286500
2022-01-31,125.519997,127.959999,125.129997,127.459999,126.953995,7210000
2022-02-01,127.370003,127.660004,126.239998,127.199997,126.695023,5602000
2022-02-02,128.250000,130.740005,127.860001,130.039993,129.523743,7450500
2022-02-03,128.630005,130.940002,128.259995,130.110001,129.593475,5613300
2022-02-04,129.559998,130.520004,128.600006,129.710007,129.195068,4149700
2022-02-07,129.869995,129.949997,127.680000,128.050003,127.541656,4035200
2022-02-08,127.529999,128.940002,127.160004,128.649994,128.139267,3890900
2022-02-09,129.520004,130.789993,129.419998,130.490005,129.971970,3434200
2022-02-10,128.570007,129.919998,127.169998,127.760002,127.252808,5917700
2022-02-11,127.779999,128.919998,125.150002,125.489998,124.991814,4803200
2022-02-14,125.000000,125.570000,121.980003,122.779999,122.292572,7433900
2022-02-15,124.190002,125.419998,123.410004,123.980003,123.487816,5298000
2022-02-16,123.449997,124.110001,121.559998,123.680000,123.189003,5078100
2022-02-17,122.989998,123.180000,120.470001,120.580002,120.101311,3688300
2022-02-18,120.000000,120.309998,114.839996,116.790001,116.326355,12376100
2022-02-22,116.540001,119.330002,116.099998,117.510002,117.043495,8372800
2022-02-23,118.000000,118.839996,116.989998,117.250000,116.784531,5184200
2022-02-24,115.000000,118.919998,114.430000,118.720001,118.248695,6252600
2022-02-25,118.720001,122.930000,118.500000,122.410004,121.924049,5837700
2022-02-28,121.050003,121.059998,119.150002,120.620003,120.141151,6828400
2022-03-01,120.309998,121.160004,117.379997,118.169998,117.700874,6697700
2022-03-02,118.620003,121.050003,118.260002,120.360001,119.882179,6419800
2022-03-03,120.800003,122.070000,120.489998,120.970001,120.489761,5223100
2022-03-04,119.930000,121.760002,119.010002,121.410004,120.928017,5911400
2022-03-07,120.540001,120.889999,117.260002,118.860001,118.388138,6632000
2022-03-08,117.910004,119.019997,115.709999,116.110001,115.649055,6694000
2022-03-09,117.900002,119.199997,116.440002,118.389999,117.920006,5004700
2022-03-10,117.180000,117.809998,115.730003,117.000000,116.535522,4377600
2022-03-11,117.440002,118.059998,113.879997,114.019997,113.567345,8012400
2022-03-14,114.900002,117.209999,114.580002,115.519997,115.061394,5527500
2022-03-15,117.500000,117.790001,116.220001,117.480003,117.013618,5041200
2022-03-16,118.209999,119.540001,116.959999,119.480003,119.005676,4441800
2022-03-17,119.000000,121.239998,118.730003,121.199997,120.718842,3998900
2022-03-18,121.739998,122.669998,120.680000,122.449997,121.963882,7823800
2022-03-21,121.930000,123.099998,121.160004,121.760002,121.276627,4135100
2022-03-22,121.889999,122.529999,121.260002,121.889999,121.406105,4479600
2022-03-23,121.110001,121.239998,116.739998,116.919998,116.455833,5656000
2022-03-24,117.379997,117.879997,116.610001,117.820000,117.352264,4505800
2022-03-25,118.650002,119.309998,117.739998,118.949997,118.477776,2896300
2022-03-28,119.379997,120.000000,118.709999,119.989998,119.513649,5350900
2022-03-29,121.830002,122.070000,119.309998,120.190002,119.712860,5126100
2022-03-30,119.870003,120.739998,119.470001,120.379997,119.902100,4064800
2022-03-31,120.209999,120.489998,118.099998,118.360001,117.890121,5432600
2022-04-01,118.839996,118.970001,117.260002,118.580002,118.109253,4314000
2022-04-04,117.870003,118.980003,117.570000,118.879997,118.408058,4037200
2022-04-05,118.260002,121.190002,118.139999,119.480003,119.005676,6113400
2022-04-06,119.000000,120.190002,117.760002,119.940002,119.463852,5485100
2022-04-07,119.599998,124.209999,119.290001,123.370003,122.880234,5863500
2022-04-08,123.419998,124.360001,122.110001,123.250000,122.760712,5093900
2022-04-11,123.480003,123.500000,119.779999,120.040001,119.563454,4071100
2022-04-12,119.790001,120.610001,117.720001,118.389999,117.920006,4432300
2022-04-13,117.559998,119.809998,117.250000,119.480003,119.480003,4407900
2022-04-14,120.050003,120.250000,117.559998,117.690002,117.690002,3140000
2022-04-18,117.019997,118.330002,115.540001,116.290001,116.290001,4115900
2022-04-19,116.680000,120.230003,116.650002,119.980003,119.980003,5120900
2022-04-20,119.480003,124.050003,117.500000,122.639999,122.639999,8334200
2022-04-21,123.180000,124.349998,122.650002,123.370003,123.370003,7321100
2022-04-22,123.019997,123.180000,119.559998,119.639999,119.639999,6710100
2022-04-25,119.160004,120.309998,117.839996,120.010002,120.010002,4503500
2022-04-26,118.610001,119.639999,116.970001,116.970001,116.970001,3366300
2022-04-27,117.290001,118.580002,116.129997,116.720001,116.720001,4178700
2022-04-28,117.550003,118.739998,116.830002,118.010002,118.010002,4960000
2022-04-29,117.059998,117.769997,113.129997,113.500000,113.500000,6815900
2022-05-02,113.500000,114.019997,110.279999,112.830002,112.830002,4905000
2022-05-03,113.050003,114.339996,111.820000,112.430000,112.430000,4491500
2022-05-04,112.500000,116.330002,111.129997,115.699997,115.699997,5347400
2022-05-05,114.860001,115.000000,111.680000,113.010002,113.010002,5703300
2022-05-06,112.550003,113.669998,110.970001,112.269997,112.269997,4966800
2022-05-09,110.690002,111.199997,106.940002,107.389999,107.389999,6478200
2022-05-10,108.910004,109.629997,106.209999,106.750000,106.750000,6248300
2022-05-11,106.660004,108.019997,105.660004,105.839996,105.839996,6636100
2022-05-12,105.500000,108.019997,104.629997,107.970001,107.970001,8516100
2022-05-13,108.360001,110.510002,108.360001,109.879997,109.879997,6159300
2022-05-16,109.400002,110.519997,107.809998,109.709999,109.709999,7459000
2022-05-17,111.589996,115.430000,111.589996,114.540001,114.540001,9172000
2022-05-18,113.419998,114.699997,112.230003,112.739998,112.739998,6933900
2022-05-19,112.029999,113.010002,110.519997,112.440002,112.440002,6304800
2022-05-20,113.400002,113.720001,110.820000,113.239998,113.239998,4509600
2022-05-23,113.849998,115.360001,112.940002,115.029999,115.029999,4357000
2022-05-24,115.160004,115.160004,111.830002,113.769997,113.769997,5272600
2022-05-25,113.199997,114.940002,112.349998,113.190002,113.190002,3921700
2022-05-26,113.779999,115.510002,113.209999,114.870003,114.870003,4027800
2022-05-27,116.080002,116.919998,115.480003,116.690002,116.690002,3884800
2022-05-31,115.559998,118.089996,114.400002,117.459999,117.459999,10563500
2022-06-01,117.849998,118.000000,114.529999,115.080002,115.080002,4890200
2022-06-02,115.290001,117.610001,113.230003,117.510002,117.510002,3856600
2022-06-03,116.779999,117.550003,116.330002,116.570000,116.570000,3778200
2022-06-06,117.379997,118.230003,116.040001,116.419998,116.419998,4205600
2022-06-07,116.099998,117.230003,115.220001,116.879997,116.879997,3285600
2022-06-08,115.739998,116.150002,114.339996,114.690002,114.690002,3683400
2022-06-09,114.639999,115.440002,112.680000,112.709999,112.709999,3424700
2022-06-10,110.809998,111.480003,109.099998,109.629997,109.629997,4805600
2022-06-13,107.680000,108.099998,105.339996,105.910004,105.910004,5215300
2022-06-14,105.099998,105.400002,101.949997,102.940002,102.940002,5890100
2022-06-15,104.320000,106.080002,102.660004,104.800003,104.800003,5278100
2022-06-16,102.400002,102.750000,101.239998,102.070000,102.070000,4793600
2022-06-17,101.239998,103.690002,101.239998,102.529999,102.529999,10176500
2022-06-21,104.860001,104.949997,103.330002,104.410004,104.410004,5338300
2022-06-22,103.550003,106.580002,103.290001,105.440002,105.440002,5511600
2022-06-23,105.949997,106.779999,105.070000,106.209999,106.209999,5064800
2022-06-24,107.000000,109.639999,106.430000,109.449997,109.449997,14300700
2022-06-27,109.900002,110.099998,108.300003,109.080002,109.080002,3804100
